player,off_contribution,def_contribution
josh bailey,0.532153143514873,-1.1108161961459
jussi jokinen,0.290549673579315,0.34134226850835
justin abdelkader,-0.16131477041447,-0.439391653295199
justin fontaine,-0.334314407684757,0.501429603314071
justin williams,0.64496720363718,0.223602772137586
kris versteeg,0.104577344446109,-0.385813491945356
kyle brodziak,-0.599183409081602,-0.0812633744040212
kyle chipchura,-0.57373792031009,0.0845419000715716
kyle clifford,-0.559469418360604,0.384808779705509
kyle okposo,0.399653898211013,-0.0574454724183454
kyle palmieri,0.445512951366005,0.258995658345131
kyle turris,0.409828790758383,-0.469063038210871
lance bouma,-0.496739668725654,0.0112676632907803
lars eller,-0.0543698584493043,-0.41841750318535
lauri korpikoski,-0.508731770073835,-0.109325727454691
lee stempniak,0.223797156219484,-0.703347659443029
logan couture,0.671634473186563,0.382775648255615
loui eriksson,0.00661840477406266,-0.0300328429915643
luke glendening,-0.80667558942124,0.55054618143923
manny malhotra,-0.787359742788419,-0.0900131019135077
marc-andre cliche,-0.97688882064359,0.129422658211194
marcel goc,-0.296285670809897,0.119669262225957
marcus foligno,-0.406387564204276,0.229526625316039
marcus johansson,0.167372733362188,0.533061006323686
marcus kruger,-0.583028567203075,0.842512454989882
marian hossa,0.624530579322521,0.0756699703373305
mark arcobello,-0.350691441327963,0.0701171815681422
mark letestu,-0.531254537598504,0.721410008168184
mark scheifele,1.1898111251708,-0.602100829277327
martin erat,-0.268870444905532,0.353198467460649
martin hanzal,-0.0125842938308573,0.363288386298432
martin havlat,-0.156203359669174,-0.137160263556406
martin st. louis,0.945723641822772,-0.670089063482802
mason raymond,0.0247609401552421,-0.415930779524293
mathieu perreault,0.20715918898186,0.194067823514394
mats zuccarello,0.559206807070353,0.263449956075275
matt beleskey,-0.127045807537839,0.11254783765987
matt calvert,-0.335615068322157,0.37622870638088
matt cooke,-0.400510438224024,0.239988382869371
matt cullen,-0.125979749135835,0.0185898104668356
matt d'agostini,-0.547466926471914,0.128936399343578
matt duchene,0.778434422829536,-0.387773192827357
matt martin,-0.571361531907345,0.29324616862006
matt moulson,0.0497225384317524,0.270631793858216
matt read,-0.280131529753019,0.106929700766472
matt stajan,-0.550938833218765,0.871050743695905
max pacioretty,1.11635976790983,-0.358464162493384
maxim lapierre,-0.476619758895247,0.0250588555483775
michael bournival,-0.420641092974411,0.0351291815471508
michael frolik,0.235779532149341,-0.207960139683277
michael grabner,0.086152976781665,-0.399407442130799
michael raffl,-0.260364694191385,-0.207169333967815
michael ryder,-0.265977138215866,0.499076157662275
michal handzus,-0.40012495134247,-0.150101901562817
mika zibanejad,0.594118859758524,0.08080132509379
mikael backlund,0.373377378919289,-0.0744006389111042
mikael granlund,0.411797739198131,-0.117342698171223
mike cammalleri,0.0900403717559021,0.0520991421801661
mike fisher,0.101890661087188,0.441192860112007
mike ribeiro,0.365346278839723,-0.690926369922503
mike richards,-0.11296046796713,-0.659920512829272
mike santorelli,-0.152844068443918,-0.0447004194074624
mikhail grabovski,-0.00815649006208574,0.0123869572007095
mikkel boedker,0.0521363320542294,-0.210343268350612
mikko koivu,-0.0397767372744522,1.6227069296954
milan lucic,0.385370237321499,-0.116319137935906
milan michalek,0.12351299633774,-0.446151949911915
nail yakupov,-0.230743190712444,-0.530557789615449
nate thompson,-0.686305192258501,0.273275894069941
nathan gerbe,-0.292540533884243,-0.167970676780527
nathan mackinnon,1.32197786968631,-0.976236385672172
nazem kadri,0.657877609694557,-0.441408619858727
nick bjugstad,0.15481050642874,-0.231569401541975
nick bonino,0.025653411744483,0.185016219649171
nick foligno,0.291916669649457,0.892467474472878
nick spaling,-0.236317284993155,0.13891994930587
nicklas backstrom,0.909632581339356,0.847753081133493
nikita kucherov,1.62304236803043,0.0985428455792003
nino niederreiter,0.378531642493994,0.845453907149583
olli jokinen,-0.186010066264364,0.0547940691076828
ondrej palat,0.565220681317069,-0.194752970727488
pascal dupuis,-0.291304908716778,0.312979974684857
patric hornqvist,0.73051429780263,0.309308656028152
patrice bergeron,1.04041128444777,0.943481243763097
patrick dwyer,-0.508580965517617,0.0419686956243658
patrick kane,1.81092062569403,-1.53031781870702
patrick marleau,0.641271637904339,-0.934624382615026
patrick sharp,0.437720854777987,-0.764007190539373
patrik berglund,-0.20652633470027,0.482548490981478
patrik elias,0.0915990496690982,0.193572435683327
paul byron,-0.126228808391851,0.186054164760621
paul gaustad,-0.822279684707859,0.532183074152661
paul stastny,0.484122023230662,0.505847600722512
pavel datsyuk,0.609526292939298,0.616792966566299
phil kessel,1.13250918181036,-1.20705380641412
r.j. umberger,-0.231657623055488,-0.311584475014006
radek dvorak,-0.589711761687663,0.0177129346305977
radim vrbata,0.486546550402978,-0.431588095827325
ray whitney,-0.124445723087088,0.0884075874854465
reilly smith,0.658226190623929,-0.398428948426595
rene bourque,-0.439611222525221,-0.107334588020034
rich peverley,-0.110267360682423,-0.131379327002032
richard panik,-0.129771651969559,-0.081758786842503
rick nash,0.654714011961873,-0.642838519356678
riley nash,-0.4529126402996,0.585928948981666
riley sheahan,-0.441093493887819,0.554831460485781
rob klinkhammer,-0.243419668402376,0.395869746263399
ryan callahan,-0.0103689958993648,0.277137171103883
ryan carter,-0.695358368156279,0.180011702668258
ryan garbutt,0.0636764115419579,-0.0226341694077854
ryan getzlaf,0.908790280461633,-0.224923189118229
ryan johansen,0.670370839355003,-0.223406287508133
ryan kesler,0.0726033159717751,0.294348137987226
ryan malone,-0.461261728358343,0.196388085287339
ryan nugent-hopkins,0.541335749214392,0.118157964888672
ryan o'reilly,0.729288770970479,0.726209354868938
ryan smyth,-0.258481596741791,0.0166897572343566
ryane clowe,-0.141562938210174,-0.0104391687570538
saku koivu,-0.175703051120238,0.0455071556355235
sam gagner,0.0568321800132109,-0.625038724145792
scott gomez,-0.336000832514247,-0.117119520657364
scott hartnell,0.605764583415469,-0.562354839917554
scottie upshall,-0.440424279985754,0.439809534091341
sean bergenheim,0.217395562566012,0.000539481453722684
sean couturier,0.510220643674976,1.08863445267272
sean monahan,0.981057603726275,-1.29741332305667
shane doan,0.239668544960309,-0.22244088163513
shawn horcoff,-0.329001345619303,-0.0312384817130855
shawn matthias,-0.241168002018762,-0.0669567207126358
sidney crosby,1.80750582190871,0.230682464980138
stephen gionta,-0.808958035132229,0.344877858309749
steve bernier,-0.299973341243782,0.185090596160691
steve downie,-0.285408285105001,0.0438455452313065
steve ott,-0.621712382062613,-0.347509551309382
steven stamkos,1.43546390730775,-0.65894805227492
t.j. oshie,0.722129250594403,0.598567706807263
tanner glass,-0.879158957009954,0.36825615855409
taylor hall,0.974846488201943,0.0276814817203594
teddy purcell,0.104185581891996,-0.065570213057213
teemu selanne,-0.0516581010416257,0.0192283897664602
thomas vanek,0.537960526761121,-0.606344784500287
todd bertuzzi,-0.392621619818424,-0.0463282789701432
tom wilson,-0.175331136613033,0.0788836161272652
tomas fleischmann,-0.22223920351729,-0.186507663172506
tomas kopecky,-0.709169040482231,-0.0821432436960901
tomas plekanec,0.172688646181909,-0.206234208503576
tomas tatar,0.696131886379805,0.477647618348541
tommy wingels,-0.161386899103123,-0.28103756870271
travis moen,-0.604241274207217,0.297270477961917
travis zajac,0.024135612529845,-0.133236057253336
trevor lewis,-0.6154794573083,0.734048012429937
troy brouwer,-0.151919867791458,0.133789717288446
tuomo ruutu,-0.41797552267372,0.178921138047066
tyler bozak,0.373872244036459,-0.468587414570989
tyler ennis,0.0382641962693007,-0.734673378713847
tyler johnson,0.607164502667272,-0.436131325732995
tyler kennedy,-0.476317766631681,0.0298926013150732
tyler seguin,1.61267507258878,-0.830018724138722
tyler toffoli,0.46187826838539,0.843388729437922
valeri nichushkin,-0.133239647599975,0.268260437364764
valtteri filppula,-0.16421204766933,0.00685305892872025
vernon fiddler,-0.285931423495448,0.218967966346915
viktor stalberg,-0.399560656798276,0.118792755321591
ville leino,-0.596921444124511,0.119525209713783
vincent lecavalier,-0.0984487503086384,-0.344977094940734
vladimir sobotka,-0.408028753576992,-0.0721613761900787
vladimir tarasenko,1.48867424599872,-0.550043900860494
wayne simmonds,0.382090690166513,-0.248898095129575
zach parise,0.602156376072054,-0.367807656219026
zack kassian,-0.0941513546630991,-0.195227828061566
zack smith,-0.276139699176818,-0.13568292589845
zemgus girgensons,-0.661073712149277,0.848106573384207
adam lowry,-0.500743070250605,0.523380102999945
alex tanguay,0.308545874946751,-0.760960698465229
alexander wennberg,-0.123404310606435,-0.226934975104924
anders lee,0.812721307736158,0.173443918194071
andre burakovsky,0.0971959907030424,-0.29904732086722
barclay goodrow,-0.568061792587516,0.335736487838234
beau bennett,-0.505586085238779,0.291076633594628
bo horvat,0.418505386859939,-0.0780123694611081
brad malone,-0.480696359050161,0.389925937350568
brandon pirri,-0.221115094799972,-0.0551117284223805
calle jarnkrok,-0.237281660875569,0.436297649478715
cedric paquette,-0.660351522530243,0.0181149953025805
chris terry,-0.391018148195905,-0.0587242711743985
chris thorburn,-0.520645229280689,-0.0625479516054593
chris vandevelde,-0.670961289108212,-0.30604345576358
colton sceviour,-0.36203351315074,0.0652255067384264
curtis lazar,-0.51850835791646,-0.0498079787842309
dale weise,-0.246234042506609,0.22083244172936
dave bolland,-0.30447449941067,-0.0743662907196906
david pastrnak,1.17818116674178,-0.0158929619154245
dennis everberg,-0.467862406245042,-0.0310217398142446
derek dorsett,-0.442243273925251,0.026611212975573
devante smith-pelly,-0.663621956206759,0.0626402100223902
dmitrij jaskin,-0.433357748054117,0.541402536738734
erik haula,-0.100822797839867,0.329820943734916
evgeny kuznetsov,0.934787848653862,-0.586380155234032
filip forsberg,1.02746868844532,-0.320448842746629
j.t. miller,0.567170592348208,-0.0934267845579065
jacob josefson,-0.754131386879927,0.6261414275506
jason zucker,0.421744370219829,0.0672331836325651
jean-gabriel pageau,-0.140750012754188,0.190297599621401
jesper fast,-0.375041148346765,0.580858978941941
jim slater,-0.540723018511573,0.158198380811773
jimmy hayes,0.093867932513189,-0.359836618527676
jiri sekac,-0.242023209498963,0.021583749093433
joe vitale,-0.605993200095468,0.113313783429184
johnny gaudreau,1.24727384375106,-0.373546655338075
jonathan drouin,0.254805721689641,-0.575307812443457
jordin tootoo,-0.626539492156939,0.107809726433919
jori lehtera,-0.249638173750134,0.544530625740476
josh jooris,-0.402594566602186,0.246939114217464
kevin hayes,0.331584091671785,0.147678806943994
leo komarov,-0.304669681891561,0.254632668371085
linden vey,-0.386744377429733,-0.316352670749221
marian gaborik,0.161892048956857,0.283914758399468
mark stone,1.24516684629416,-0.30472955280528
markus granlund,-0.483109740124113,0.479961925841155
matt hendricks,-0.584324969679509,-0.160722163493694
melker karlsson,-0.568256433010075,0.388455595754551
mike hoffman,0.861237743413998,-0.139674884817826
nicolas deslauriers,-0.676114522294091,-0.164251785567669
patrick eaves,0.248397097797017,0.14486747184917
peter holland,-0.305454068372635,0.176063748518412
pierre-edouard bellemare,-0.707878400432141,0.115837149855642
rickard rakell,0.619165150266839,-0.193892259033691
ryan reaves,-0.548669032990554,0.506538250574137
ryan strome,0.285864541709542,-0.0799994542197469
taylor beck,-0.40306135977066,0.169248255914107
tobias rieder,-0.495220515963127,-0.235851849769382
tomas hertl,0.426747200718716,0.0591293304249815
tomas jurco,-0.366594191966491,0.132690247842092
torrey mitchell,-0.59627512493285,0.427671905869574
victor rask,0.203460455326709,-0.810826792883213
vincent trocheck,0.383799648150828,-0.262784813207494
alexander burmistrov,-0.4282304798655,-0.192085303731475
andreas martinsen,-0.608604565947347,0.266694398078827
andrej nestrasil,-0.187187985106115,0.193354549065119
andrew copp,-0.362885877439808,0.0917037339946929
anthony duclair,0.150148021059392,-0.610519475336607
anton lander,-0.806686846821387,0.351093860355595
artemi panarin,1.51292382219799,0.803650447495402
brett connolly,0.093145205223665,-0.284107148324796
byron froese,-0.659596458525663,0.0294552793858073
chris tierney,-0.118037949163725,-0.304300789459919
connor mcdavid,2.23422956741508,-1.31841120292353
dylan larkin,0.638735879702118,-0.584265512825556
iiro pakarinen,-0.538783084407418,0.0455863886219738
jack eichel,1.071504923353,-1.04494110100592
jack skille,-0.408948954107803,-0.0479307134990181
jake virtanen,-0.186051595598221,-0.419723415292118
jared mccann,-0.226227423123862,0.196345793987293
joakim nordstrom,-0.721867936535474,0.0149417561713553
johan larsson,-0.687441823985539,0.466098339199563
joonas donskoi,0.075291387891078,-0.24802461994399
jordan martinook,-0.318496587470109,-0.0701062547299086
joseph blandisi,-0.417930506144565,0.0698401576367086
landon ferraro,-0.566674960829992,0.117218014002448
leon draisaitl,1.71833549487887,-0.729433038282698
logan shaw,-0.574390224839649,0.0348067288103877
magnus paajarvi,-0.564095094334634,0.284516174756419
mattias janmark,-0.196837713092422,0.127055565936659
max domi,0.626566063810266,-0.911098760926131
micheal ferland,0.0101785070844679,-0.0702844121393673
miikka salomaki,-0.548038176270142,0.207880574191172
mikhail grigorenko,-0.398675608749065,0.144824507530176
nick shore,-0.580659584125953,0.32224923014969
nikolaj ehlers,0.714556921857218,-0.648550484084274
oscar lindberg,-0.357817833463243,0.0803609746210718
quinton howden,-0.54495766229229,0.180757281739232
robby fabbri,0.0787935027532961,-0.446347289021965
ryan spooner,0.199665547987549,-0.411834099903092
ryan white,-0.459089774662015,0.241579148474989
sam bennett,-0.245835827399799,-0.0858387927522971
sam reinhart,0.453704380171553,0.793385159182789
scott laughton,-0.325623759906797,0.238691913314827
sergey kalinin,-0.454693138370957,-0.19849566896961
sven andrighetto,-0.445897611751708,0.0931330129294828
sven baertschi,0.0295603732750552,-0.346759031074188
tanner pearson,0.303559013415647,0.445577790884455
teuvo teravainen,0.413761128692558,1.05014446820167
viktor arvidsson,0.551750604800321,-0.976423229092447
vladislav namestnikov,0.00564966797428001,0.127493533907502
william karlsson,0.376351609213444,0.325057304861158
adam cracknell,-0.29397043541612,0.0674398368556168
alan quine,-0.37449034224208,-0.0215547199109049
alexander radulov,0.879626335494999,-0.471202235699198
andreas athanasiou,0.0575979058112036,-0.364299187779538
anthony beauvillier,0.126031897585675,-0.3089660642046
anthony mantha,0.33049695535061,0.493903512237084
artturi lehkonen,-0.102004967118104,0.314375889110079
austin czarnik,-0.478487764478891,-0.0134882235188308
austin watson,-0.649631852403501,-0.00374966350875772
auston matthews,1.74060722547139,-0.785862222926604
brayden point,1.04977920361523,0.46764898632071
brendan perlini,-0.257040985555913,0.0905376809347267
brett ritchie,-0.3150965439107,0.645292053965614
brock mcginn,-0.34517584489169,-0.368081482558343
bryan rust,0.288917922528106,0.150579234904644
christian dvorak,0.127896920389673,-0.161541500532272
colton sissons,-0.545571674083593,0.442117115263977
connor brown,-0.00614169176107646,-0.117379726134608
conor sheary,0.238672761182917,-0.160554113945467
dennis rasmussen,-0.545359607228727,0.102098061106735
derek ryan,-0.0872703394812215,0.331195199582953
devin shore,-0.188704150098314,0.359886872868334
drake caggiula,-0.387379037884731,0.0345655944062202
jake guentzel,0.766687448613136,-0.724439613009593
jayson megna,-0.598386061740188,0.225278384028325
jimmy vesey,-0.0709048301828766,-0.841506830140947
joel armia,-0.200358521719671,-0.337336875403623
jonathan marchessault,0.905754108209537,-0.362581237930179
josh anderson,0.259192300397581,-0.168192527204619
kevin fiala,0.286260609495278,-0.169613623131664
kevin labanc,0.111266578272829,-0.211441509230613
lawson crouse,-0.457562323099031,0.258003069630288
lukas sedlak,-0.400802960233984,0.16896338141235
matthew tkachuk,0.796742218760755,0.373758699349101
michael chaput,-0.571590373587311,0.108207227435346
mikko rantanen,0.868990429433963,-0.641749269151316
miles wood,-0.19706504625826,-0.24967855653484
nic dowd,-0.38920716131223,-0.0918949192013731
nick cousins,-0.283415599819587,0.0483792284793641
nick ritchie,-0.0284359045935847,-0.286502411671144
nick schmaltz,0.112949704788217,0.104508373810722
nikita soshnikov,-0.546899846854693,0.0688606084500333
ondrej kase,-0.142013612161476,0.129704662783141
patrik laine,0.973339271113908,-0.815932721550727
pavel zacha,-0.337187055729869,-0.535818277463462
phillip danault,0.221085829249535,0.675737648556541
radek faksa,-0.147778869503546,0.272929923738708
ryan dzingel,0.262482818101259,-0.730827692785577
ryan hartman,-0.0286229440863459,-0.138512192537191
scott wilson,-0.277360877951434,-0.184787857481865
sebastian aho,1.16430621598704,-0.702608194181324
shane prince,-0.317084793133538,0.0100591496494087
tanner kero,-0.419808740903508,0.165591892470925
tim schaller,-0.359535039821497,-0.0707012340407111
tom kuhnhackl,-0.806167342891269,0.543854480133753
tom pyatt,-0.571810494045938,0.439325647396072
travis konecny,0.502717028197684,-0.629129001269192
william nylander,0.850774233961357,-0.462761490043193
zach hyman,0.403758672831062,-0.360843811681307
adrian kempe,-0.141620690863309,-0.0883288087117104
alex debrincat,0.733763086185555,0.0110295895981284
alex iafallo,-0.150543628004856,0.282723090426604
alex tuch,0.0268842659523111,0.365455426134526
alexander kerfoot,0.0704964254076501,0.243878841068853
blake coleman,-0.0529746532591941,0.462834231036724
brandon tanev,-0.471365975561404,0.452741553068419
brian gibbons,-0.21207071510501,-0.0340614107707126
brock boeser,0.505956945758523,-0.0587882402557995
chandler stephenson,-0.449671924798473,0.106146014600438
charles hudon,-0.104609109761887,-0.0162058272616565
chris wagner,-0.724075525170671,0.56531627744066
christian fischer,-0.473730721587697,0.559844475760106
clayton keller,0.342820735000985,-0.493220090267536
danton heinen,-0.0976906099514654,0.527078671966811
denis malgin,-0.406690766601505,0.192143489036004
derek grant,-0.205084092416822,-0.246357809969414
evan rodrigues,-0.336796326606803,0.140728609794795
garnet hathaway,-0.447199232601529,-0.0218293372794148
ivan barbashev,-0.387046255379247,-0.0710821461138079
j.t. compher,-0.411136723802089,0.693724532973924
jacob de la rose,-0.680540882786494,-0.0338296485363934
jake debrusk,0.25052054815913,0.00572397838932722
jakub vrana,0.412080524509642,0.30255286644683
jesper bratt,-0.123738107092939,0.0720736330972768
jesse puljujarvi,-0.0886762992711031,-0.171052295281497
joel eriksson ek,-0.494032356209717,0.439723117596142
jordan nolan,-0.701488191685883,0.47947815894436
jordan weal,-0.413442011250712,0.136499906184088
jujhar khaira,-0.625517258003224,-0.0155631424922725
kyle connor,1.03776359437689,-0.904078229459814
mark jankowski,-0.349388651891243,-0.173231875173452
martin frk,-0.258240024930459,-0.0267845224417297
mathew barzal,0.9426067130154,-0.268092930488883
nico hischier,0.414831697849815,-0.627690299636093
noel acciari,-0.4160336525704,0.168506175924058
nolan patrick,-0.148194820625987,-0.12385937877792
oliver bjorkstrand,0.205375438746169,0.254703368243902
paul carey,-0.444343187953503,-0.0485975787101064
pavel buchnevich,0.331861076108615,-0.162235935034303
pierre-luc dubois,0.773863625675669,-0.424745075316938
remi elie,-0.455915528532882,0.121279661691313
sean kuraly,-0.492425850526082,0.0651813882694671
sonny milano,-0.180962985108629,0.0872849003019028
stefan noesen,-0.101285875019738,0.200008306585524
timo meier,0.7091749251245,-0.0514404141504618
tomas nosek,-0.450470243018148,0.0312475121456349
tyler bertuzzi,0.245117384694672,-0.493652834078132
tyler pitlick,-0.472600450843858,0.405115790671196
tyson jost,-0.323696133031324,-0.0187253502504793
vinnie hinostroza,-0.135335986625138,0.192285640322129
yanni gourde,0.407224016201506,0.220342747890877
adam erne,-0.707693503007621,0.375544184409006
adam gaudette,-0.363115342758289,-0.0296999915550891
andreas johnsson,0.0797021933889008,-0.200787998499349
andrei svechnikov,0.789327806080481,-0.148979156654628
anthony cirelli,0.188893042901373,0.407733285779849
brady tkachuk,0.64956120069147,-0.554617725351515
brendan leipsic,-0.38508637104674,0.152432495263385
brett howden,-0.482426239834656,-0.333486688857447
carter rowney,-0.455224389853415,0.0621438566956592
casey mittelstadt,-0.304733289935118,-0.153494893199908
christoffer ehn,-0.580749217657581,0.0470267079577864
colin white,-0.0920294425021828,-0.0325983764617422
conor garland,-0.00233152168780103,0.269803259642032
daniel sprong,-0.132755432994503,-0.119122877057815
david kampf,-0.572176845812138,0.405089510165393
dominik kahun,-0.00982961456479986,0.104779532415795
dominik simon,-0.236206932594563,0.369078083921802
dylan strome,0.336137061937712,-0.490256603680639
elias pettersson,0.842332325125709,-0.0311786234742759
filip chytil,-0.196784396493536,-0.122337852996771
frank vatrano,0.046794256091335,0.0585798037725801
ilya kovalchuk,-0.108454978367091,-0.0966620503598497
jack roslovic,-0.175231202289873,-0.290951773247736
jason dickinson,-0.393164291593114,0.187301163958704
jesperi kotkaniemi,-0.0126925480731178,0.0550109038872934
jordan greenway,-0.220123439499926,0.0569550190135255
josh archibald,-0.406601430749392,-0.00950725588407246
josh leivo,-0.215989564142795,0.216163794809361
kasperi kapanen,0.23718079424664,-0.169892072759487
